"last_name, first_name","player_id","year","player_age","pa","single","double","triple","home_run","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","isolated_power","babip","b_intent_walk","b_sac_fly","woba"
"Calhoun, Kole",594777,2020,32,228,18,9,0,16,28,21.9,12.3,".226",".526",".338","0.864","0.300",".211","0","4",".362"
"Reyes, Victor",622682,2021,26,220,35,10,4,5,8,25,3.6,".258",".416",".284","0.700","0.158",".327","0","1",".298"
"Holt, Brock",571788,2021,33,260,33,13,1,2,23,18.8,8.8,".209",".298",".281","0.579","0.089",".254","0","1",".259"
"Rosario, Amed",642708,2020,24,147,28,3,1,4,4,23.1,2.7,".252",".371",".272","0.643","0.119",".305","0","0",".277"
"Frazier, Adam",624428,2020,28,230,34,7,0,7,17,15.2,7.4,".230",".364",".297","0.661","0.134",".246","0","0",".291"
"Jones, JaCoby",592444,2020,28,108,12,9,0,5,7,31.5,6.5,".268",".515",".333","0.848","0.247",".356","0","1",".358"
"Torreyes, Ronald",591720,2021,28,344,59,10,1,7,19,11.9,5.5,".242",".346",".286","0.632","0.104",".258","2","1",".274"
"Ahmed, Nick",605113,2022,32,54,7,2,0,3,2,27.8,3.7,".231",".442",".259","0.701","0.211",".265","0","0",".302"
"Soto, Livan",670869,2022,22,59,15,5,1,1,2,22,3.4,".400",".582",".414","0.996","0.182",".500","0","1",".424"
"Báez, Javier",595879,2020,27,235,27,9,1,8,7,31.9,3,".203",".360",".238","0.598","0.157",".262","0","2",".256"
"Moore, Dylan",664238,2021,28,377,35,11,2,12,40,29.4,10.6,".181",".334",".276","0.610","0.153",".229","0","1",".271"
"Baddoo, Akil",668731,2022,23,225,34,3,2,2,24,28.4,10.7,".204",".269",".289","0.558","0.065",".289","0","0",".256"
"Berti, Jon",542932,2021,31,271,34,10,1,4,32,22.5,11.8,".210",".313",".311","0.624","0.103",".265","0","2",".282"
"Duggar, Steven",621453,2022,28,80,7,3,1,0,7,51.2,8.8,".153",".222",".225","0.447","0.069",".344","0","1",".205"
"Strange-Gordon, Dee",543829,2022,34,59,16,1,1,0,0,13.6,0,".305",".356",".305","0.661","0.051",".353","0","0",".288"
"Simmons, Andrelton",592743,2021,31,451,77,12,0,3,32,13.7,7.1,".223",".274",".283","0.557","0.051",".256","0","1",".252"
"Davis, Jonathan",641505,2021,29,103,9,1,0,1,12,25.2,11.7,".126",".172",".252","0.424","0.046",".164","0","1",".210"
"Lopes, Tim",621005,2020,26,151,20,12,0,2,6,22.5,4,".238",".364",".278","0.642","0.126",".299","0","0",".279"
"Judge, Aaron",592450,2022,30,696,87,28,0,62,111,25.1,15.9,".311",".686",".425","1.111","0.375",".340","19","5",".458"
"Darvish, Yu",506433,2021,34,55,3,2,0,0,0,45.5,0,".094",".132",".111","0.243","0.038",".179","0","0",".108"
"McGuire, Reese",624512,2022,27,274,49,14,1,3,12,20.4,4.4,".269",".369",".307","0.676","0.100",".332","0","3",".297"
"Franco, Maikel",596748,2022,29,388,61,15,0,9,12,19.3,3.1,".229",".342",".255","0.597","0.113",".262","0","3",".261"
"Naylor, Josh",647304,2020,23,104,19,3,1,1,5,11.5,4.8,".247",".330",".291","0.621","0.083",".274","0","0",".274"
"Zimmerman, Ryan",475582,2021,36,273,32,16,0,14,16,28.2,5.9,".243",".471",".286","0.757","0.228",".289","0","2",".319"
"Cronenworth, Jake",630105,2021,27,643,90,33,7,21,55,14,8.6,".266",".460",".340","0.800","0.194",".283","6","3",".341"
"Barnhart, Tucker",571466,2021,30,388,58,21,0,7,29,25.8,7.5,".247",".368",".317","0.685","0.121",".324","1","3",".300"
"Simmons, Andrelton",592743,2022,32,85,12,1,0,0,7,15.3,8.2,".173",".187",".244","0.431","0.014",".210","0","0",".204"
"Robert Jr., Luis",673357,2020,22,227,28,8,0,11,20,32.2,8.8,".233",".436",".302","0.738","0.203",".300","0","2",".316"
"Hicks, Aaron",543305,2020,30,211,20,10,2,6,41,18,19.4,".225",".414",".379","0.793","0.189",".256","1","0",".351"
"Kendrick III, Howie",435062,2020,36,100,19,4,0,2,7,17,7,".275",".385",".320","0.705","0.110",".311","2","2",".298"
"Young, Andrew",670370,2021,27,104,6,7,0,6,6,43.3,5.8,".209",".484",".298","0.782","0.275",".317","0","1",".332"
"Chang, Yu",644374,2022,26,190,25,6,0,4,16,31.1,8.4,".208",".315",".289","0.604","0.107",".290","0","2",".273"
"Schoop, Jonathan",570731,2022,30,510,62,23,1,11,19,21,3.7,".202",".322",".239","0.561","0.120",".234","1","4",".245"
"Gregorius, Didi",544369,2021,31,408,46,16,2,13,25,16.4,6.1,".209",".370",".270","0.640","0.161",".217","1","7",".275"
"Cordero, Franchy",614173,2021,26,136,17,6,0,1,8,37.5,5.9,".189",".260",".237","0.497","0.071",".307","0","0",".222"
"Pérez, Roberto",547379,2021,32,161,11,3,0,7,17,34.8,10.6,".149",".319",".245","0.564","0.170",".179","0","0",".251"
"García, Adolis",666969,2022,29,657,85,34,5,27,40,27.9,6.1,".250",".456",".300","0.756","0.206",".309","2","6",".324"
"Taylor, Chris",621035,2020,29,214,30,10,2,8,26,25.7,12.1,".270",".476",".366","0.842","0.206",".344","0","0",".364"
"Ruf, Darin",573131,2020,33,100,13,6,0,5,13,23,13,".276",".517",".370","0.887","0.241",".322","0","0",".379"
"Rojas, Josh",668942,2021,27,550,82,32,3,11,58,24.9,10.5,".264",".411",".341","0.752","0.147",".345","1","3",".327"
"Kim, Ha-Seong",673490,2021,25,298,32,12,2,8,22,23.8,7.4,".202",".352",".270","0.622","0.150",".241","1","3",".270"
"Stevenson, Cal",670276,2022,25,71,7,3,0,0,8,32.4,11.3,".167",".217",".261","0.478","0.050",".263","0","1",".224"
"Straw, Myles",664702,2020,25,86,13,4,0,0,4,25.6,4.7,".207",".256",".244","0.500","0.049",".283","0","0",".223"
"McCarthy, Jake",664983,2022,24,354,64,16,3,8,23,21.5,6.5,".283",".427",".342","0.769","0.144",".349","0","1",".337"
"Thaiss, Matt",642136,2022,27,81,12,1,0,2,11,29.6,13.6,".217",".319",".321","0.640","0.102",".295","1","1",".286"
"Araúz, Jonathan",660620,2020,21,80,15,2,0,1,8,26.3,10,".250",".319",".325","0.644","0.069",".340","0","0",".291"
"Wade Jr., LaMonte",664774,2021,27,381,47,17,3,18,33,23.4,8.7,".253",".482",".326","0.808","0.229",".289","1","3",".343"
"Wade Jr., LaMonte",664774,2022,28,251,29,7,1,8,26,20.3,10.4,".207",".359",".305","0.664","0.152",".233","0","1",".298"
"Lindor, Francisco",596019,2020,26,266,40,13,0,8,24,15.4,9,".258",".415",".335","0.750","0.157",".280","2","2",".324"
"Nootbaar, Lars",663457,2022,24,347,33,16,3,14,51,20.5,14.7,".228",".448",".340","0.788","0.220",".248","1","5",".342"
"Crawford, Brandon",543063,2021,34,549,87,30,3,24,56,19.1,10.2,".298",".522",".373","0.895","0.224",".334","6","5",".377"
"Rojas, Miguel",500743,2020,31,143,23,10,1,4,16,12.6,11.2,".304",".496",".392","0.888","0.192",".330","2","0",".379"
"Kieboom, Carter",666198,2021,23,249,33,6,0,6,25,24.9,10,".207",".318",".301","0.619","0.111",".258","2","2",".275"
"d'Arnaud, Travis",518595,2020,31,184,36,8,0,9,16,27.2,8.7,".321",".533",".386","0.919","0.212",".411","0","1",".392"
"Adell, Jo",666176,2022,23,285,38,12,2,8,11,37.5,3.9,".224",".373",".264","0.637","0.149",".338","0","1",".278"
"Maldonado, Martín",455117,2022,35,379,37,12,0,15,22,30.6,5.8,".186",".352",".248","0.600","0.166",".228","0","2",".264"
"Senzel, Nick",669222,2022,27,420,68,13,0,5,30,18.1,7.1,".231",".306",".296","0.602","0.075",".276","0","1",".272"
"Calhoun, Kole",594777,2021,33,182,26,8,0,5,15,22.5,8.2,".235",".373",".297","0.670","0.138",".281","0","1",".292"
"Perez, Salvador",521692,2020,30,156,27,12,0,11,3,23.1,1.9,".333",".633",".353","0.986","0.300",".375","0","1",".410"
"Verdugo, Alex",657077,2020,24,221,40,16,0,6,17,20.4,7.7,".308",".478",".367","0.845","0.170",".371","1","1",".362"
"Adames, Willy",642715,2021,25,555,72,32,1,25,57,28.1,10.3,".262",".481",".337","0.818","0.219",".331","1","1",".349"
"Webb, Logan",657277,2021,24,53,2,2,1,1,2,39.6,3.8,".130",".283",".167","0.450","0.153",".208","0","0",".192"
"Waters, Drew",671221,2022,23,109,11,6,1,5,12,36.7,11,".240",".479",".324","0.803","0.239",".353","0","0",".347"
"Semien, Marcus",543760,2020,29,236,30,9,1,7,25,21.2,10.6,".223",".374",".305","0.679","0.151",".260","0","0",".299"
"Marte, Starling",516782,2022,33,505,91,24,5,16,26,19.2,5.1,".292",".468",".347","0.815","0.176",".340","0","0",".355"
"Dozier, Hunter",641531,2021,29,543,56,27,6,16,43,28.4,7.9,".216",".394",".285","0.679","0.178",".276","0","6",".293"
"Pham, Tommy",502054,2021,33,561,68,24,2,15,78,22.8,13.9,".229",".383",".340","0.723","0.154",".280","3","4",".318"
"Lowrie, Jed",476704,2022,38,184,22,5,0,3,15,21.2,8.2,".180",".263",".245","0.508","0.083",".213","0","2",".230"
"Pérez, Roberto",547379,2020,31,110,13,2,0,1,11,34.5,10,".165",".216",".264","0.480","0.051",".259","0","0",".228"
"Muncy, Max",571970,2021,30,592,60,26,2,36,83,20.3,14,".249",".527",".368","0.895","0.278",".257","5","1",".379"
"Quinn, Roman",596451,2021,28,62,5,2,2,0,6,30.6,9.7,".173",".288",".306","0.594","0.115",".273","0","0",".275"
"Cruz Jr., Nelson",443558,2021,40,584,82,21,1,32,51,21.6,8.7,".265",".497",".334","0.831","0.232",".286","10","9",".346"
"Walker, Taijuan",592836,2021,28,51,5,0,0,0,1,56.9,2,".106",".106",".143","0.249","0.000",".278","0","0",".119"
"Gregorius, Didi",544369,2020,30,237,39,10,2,10,15,11.8,6.3,".284",".488",".339","0.827","0.204",".285","3","2",".348"
"Goldschmidt, Paul",502671,2022,34,651,102,41,0,35,79,21.7,12.1,".317",".578",".404","0.982","0.261",".368","1","4",".419"
"Ruiz, Rio",547004,2021,27,141,14,4,0,3,12,27,8.5,".168",".272",".243","0.515","0.104",".209","0","2",".231"
"Arraez, Luis",650333,2020,23,121,27,9,0,0,8,9.1,6.6,".321",".402",".364","0.766","0.081",".353","0","1",".335"
"Kim, Ha-Seong",673490,2022,26,582,87,29,3,11,51,17.2,8.8,".251",".383",".325","0.708","0.132",".290","0","4",".313"
"Ramírez, José",608070,2021,28,636,74,32,5,36,72,13.7,11.3,".266",".538",".355","0.893","0.272",".256","10","5",".372"
"Farmer, Kyle",571657,2020,29,70,14,3,0,0,5,18.6,7.1,".266",".313",".329","0.642","0.047",".333","0","0",".290"
"Bradley, Bobby",656252,2021,25,279,25,10,0,16,25,35.5,9,".208",".445",".294","0.739","0.237",".263","1","3",".314"
"Duran, Ezequiel",677649,2022,23,220,33,10,1,5,12,24.5,5.5,".236",".365",".277","0.642","0.129",".295","0","0",".282"
"Wisdom, Patrick",621550,2021,29,375,37,13,0,28,32,40.8,8.5,".231",".518",".305","0.823","0.287",".318","1","0",".346"
"Santana, Danny",542454,2021,30,127,13,2,1,5,10,23.6,7.9,".181",".345",".252","0.597","0.164",".198","0","0",".261"
"Sierra, Magneuris",642423,2022,26,96,11,1,3,0,4,26,4.2,".165",".242",".200","0.442","0.077",".227","0","0",".195"
"Stowers, Kyle",669065,2022,24,98,15,4,1,3,5,29.6,5.1,".253",".418",".306","0.724","0.165",".339","0","0",".316"
"McNeil, Jeff",643446,2022,30,589,125,39,1,9,40,10.4,6.8,".326",".454",".382","0.836","0.128",".353","1","5",".365"
"Peters, DJ",656847,2021,25,240,21,9,1,13,12,34.2,5,".197",".422",".242","0.664","0.225",".237","4","3",".272"
"Ramos, Henry",592656,2021,29,55,7,2,0,1,4,21.8,7.3,".200",".300",".255","0.555","0.100",".237","0","1",".244"
"Pham, Tommy",502054,2022,34,622,90,23,1,17,56,26.8,9,".236",".374",".312","0.686","0.138",".304","0","5",".304"
"Happ, Ian",664023,2022,27,641,94,42,2,17,58,23.2,9,".271",".440",".342","0.782","0.169",".336","4","4",".339"
"Bryant, Kris",592178,2021,29,586,77,32,2,25,62,23,10.6,".265",".481",".353","0.834","0.216",".313","4","2",".356"
"Contreras, Willson",575929,2021,29,483,57,20,0,21,52,28.6,10.8,".237",".438",".340","0.778","0.201",".298","1","4",".337"
"Smith, Will",669257,2020,25,137,16,9,0,8,20,16.1,14.6,".289",".579",".401","0.980","0.290",".294","1","1",".411"
"Murphy, Sean",669221,2022,27,612,77,37,2,18,56,20.3,9.2,".250",".426",".332","0.758","0.176",".290","2","5",".331"
"Myers, Wil",571976,2021,30,500,70,24,2,17,54,28.2,10.8,".256",".434",".334","0.768","0.178",".333","2","4",".330"
"Goodrum, Niko",592348,2021,29,325,40,11,2,9,29,32.9,8.9,".214",".359",".292","0.651","0.145",".301","0","2",".286"
"Newman, Kevin",621028,2020,26,172,29,5,0,1,12,12.2,7,".224",".276",".281","0.557","0.052",".250","0","2",".251"
"Báez, Javier",595879,2022,29,590,84,27,4,17,26,24.9,4.4,".238",".393",".278","0.671","0.155",".292","1","3",".291"
"Moran, Colin",592567,2021,28,359,60,12,0,10,36,24.2,10,".258",".390",".334","0.724","0.132",".321","0","3",".318"
"Kirilloff, Alex",666135,2021,23,231,34,11,1,8,14,22.5,6.1,".251",".423",".299","0.722","0.172",".295","2","1",".307"
"Jung, Josh",673962,2022,24,102,10,4,1,5,4,38.2,3.9,".204",".418",".235","0.653","0.214",".278","0","0",".280"
"DeJong, Paul",657557,2020,26,174,29,6,0,3,17,28.7,9.8,".250",".349",".322","0.671","0.099",".340","0","4",".296"
"Ford, Mike",645801,2021,28,72,5,0,0,3,11,31.9,15.3,".133",".283",".278","0.561","0.150",".147","1","0",".254"
"McMahon, Ryan",641857,2022,27,597,84,23,3,20,60,26.5,10.1,".246",".414",".327","0.741","0.168",".311","0","3",".326"
"Rivera, René",425784,2021,37,78,11,3,0,2,4,37.2,5.1,".232",".362",".293","0.655","0.130",".368","0","0",".288"
"Tellez, Rowdy",642133,2021,26,325,45,14,2,11,23,20,7.1,".242",".414",".305","0.719","0.172",".275","4","1",".306"
"Díaz, Aledmys",649557,2021,30,319,49,19,0,8,16,19.4,5,".259",".405",".317","0.722","0.146",".304","3","0",".311"
"Marisnick, Jake",545350,2022,31,82,10,6,0,2,4,29.3,4.9,".234",".390",".272","0.662","0.156",".314","1","0",".283"
"Arcia, Orlando",606115,2020,25,189,29,10,1,5,14,16.9,7.4,".260",".416",".317","0.733","0.156",".292","0","1",".317"
"Gamel, Ben",592325,2020,28,127,15,8,1,3,13,30.7,10.2,".237",".404",".315","0.719","0.167",".333","0","0",".313"
"Johnson, Daniel",669288,2021,25,81,13,0,0,4,4,33.3,4.9,".221",".377",".259","0.636","0.156",".283","0","0",".274"
"Toro, Abraham",647351,2022,25,352,36,13,1,10,22,18.5,6.3,".185",".324",".239","0.563","0.139",".198","1","4",".246"
"Pillar, Kevin",607680,2021,32,347,47,11,2,15,11,23.3,3.2,".231",".415",".277","0.692","0.184",".261","0","1",".297"
"Bellinger, Cody",641355,2021,25,350,31,9,2,10,31,26.9,8.9,".165",".302",".240","0.542","0.137",".196","2","3",".237"
"Maton, Nick",665155,2021,24,131,20,7,1,2,10,29.8,7.6,".256",".385",".323","0.708","0.129",".364","0","1",".309"
"Friedl Jr., TJ",670770,2022,26,258,31,10,5,8,20,15.5,7.8,".240",".436",".314","0.750","0.196",".251","0","6",".323"
"Swanson, Dansby",621020,2022,28,696,119,32,1,25,49,26.1,7,".277",".447",".329","0.776","0.170",".348","0","4",".337"
"Lamb, Jake",571875,2021,30,170,17,4,0,7,22,30,12.9,".194",".368",".306","0.674","0.174",".239","0","2",".298"
"Bellinger, Cody",641355,2020,24,243,29,10,0,12,30,17.3,12.3,".239",".455",".333","0.788","0.216",".245","2","0",".337"
"Carlson, Dylan",666185,2020,21,119,11,7,1,3,8,29.4,6.7,".200",".364",".252","0.616","0.164",".260","0","1",".264"
"Rios, Edwin",621458,2020,26,83,5,6,0,8,4,21.7,4.8,".250",".645",".301","0.946","0.395",".216","0","1",".385"
"Duvall, Adam",594807,2021,32,555,60,17,2,38,35,31.4,6.3,".228",".491",".281","0.772","0.263",".260","1","3",".324"
"Walton, Donovan",622268,2021,27,69,8,2,1,2,4,21.7,5.8,".206",".365",".254","0.619","0.159",".239","0","0",".267"
"Polanco, Jorge",593871,2021,27,644,88,35,2,33,45,18.3,7,".269",".503",".323","0.826","0.234",".282","0","6",".349"
"White, Evan",657108,2020,24,202,17,7,0,8,18,41.6,8.9,".176",".346",".252","0.598","0.170",".264","0","1",".261"
"Castro, Rodolfo",666801,2021,22,93,10,2,0,5,6,29,6.5,".198",".395",".258","0.653","0.197",".222","0","0",".281"
"Wong, Kean",642221,2021,26,66,7,2,1,0,2,25.8,3,".167",".233",".194","0.427","0.066",".233","0","0",".187"
"Ibáñez, Andy",628451,2021,28,272,46,15,2,7,15,12.9,5.5,".277",".435",".321","0.756","0.158",".297","0","1",".325"
"Sheets, Gavin",657757,2021,25,179,21,8,0,11,16,22.3,8.9,".250",".506",".324","0.830","0.256",".264","0","1",".352"
"Schwindel, Frank",643524,2022,30,292,43,11,0,8,19,19.9,6.5,".229",".358",".277","0.635","0.129",".261","1","2",".278"
"Kennedy, Buddy",671083,2022,23,94,13,2,2,1,8,24.5,8.5,".217",".325",".287","0.612","0.108",".279","0","2",".271"
"Drury, Brandon",592273,2021,28,88,14,5,0,4,3,25,3.4,".274",".476",".307","0.783","0.202",".328","0","0",".333"
"Stewart, Christin",621514,2020,26,99,9,3,0,3,5,30.3,5.1,".167",".300",".224","0.524","0.133",".207","0","1",".230"
"Bemboom, Anthony",621532,2022,32,59,3,2,0,1,6,28.8,10.2,".115",".212",".207","0.419","0.097",".147","0","0",".196"
"Judge, Aaron",592450,2021,29,633,95,24,0,39,75,25,11.8,".287",".544",".373","0.917","0.257",".332","2","5",".387"
"Moncada, Yoán",660162,2022,27,433,53,18,1,12,32,26.3,7.4,".212",".353",".273","0.626","0.141",".265","2","1",".275"
"Wynns, Austin",642851,2021,30,139,16,4,0,4,8,22.3,5.8,".185",".308",".232","0.540","0.123",".211","0","0",".236"
"Musgrove, Joe",605397,2021,28,57,5,2,0,0,1,40.4,1.8,".137",".176",".151","0.327","0.039",".241","0","1",".143"
"Berti, Jon",542932,2020,30,149,24,5,0,2,23,24.8,15.4,".258",".350",".388","0.738","0.092",".354","0","1",".337"
"Brinson, Lewis",621446,2020,26,112,15,6,0,3,6,26.8,5.4,".226",".368",".268","0.636","0.142",".288","0","0",".275"
"Adrianza, Ehire",501303,2022,32,110,14,3,0,0,11,22.7,10,".175",".206",".264","0.470","0.031",".233","0","1",".222"
"Yelich, Christian",592885,2022,30,671,102,25,4,14,88,24.1,13.1,".252",".383",".355","0.738","0.131",".327","5","2",".328"
"Hedges, Austin",595978,2021,28,312,34,7,0,10,15,27.9,4.8,".178",".308",".220","0.528","0.130",".214","1","3",".227"
"Bogaerts, Xander",593428,2020,27,225,42,8,0,11,21,18.2,9.3,".300",".502",".364","0.866","0.202",".329","2","1",".368"
"MacKinnon, David",676950,2022,27,57,7,0,0,0,6,29.8,10.5,".140",".140",".228","0.368","0.000",".206","0","1",".181"
"Barnhart, Tucker",571466,2022,31,308,51,10,0,1,25,24,8.1,".221",".267",".287","0.554","0.046",".296","0","0",".253"
"Davis, Khris",501981,2020,32,99,10,5,0,2,10,26.3,10.1,".200",".329",".303","0.632","0.129",".259","0","1",".284"
"Mercedes, Yermín",606213,2021,28,262,48,9,1,7,20,17.6,7.6,".271",".404",".328","0.732","0.133",".309","1","1",".317"
"Báez, Javier",595879,2021,28,547,82,18,2,31,28,33.6,5.1,".265",".494",".319","0.813","0.229",".352","2","3",".344"
"Ford, Mike",645801,2020,27,84,4,4,0,2,7,19,8.3,".135",".270",".226","0.496","0.135",".140","0","1",".224"
"Seager, Corey",608369,2020,26,232,37,12,1,15,17,15.9,7.3,".307",".585",".358","0.943","0.278",".309","0","2",".394"
"Chirinos, Robinson",455139,2020,36,82,8,3,0,1,6,25.6,7.3,".162",".243",".232","0.475","0.081",".208","0","1",".216"
"Rojas, Miguel",500743,2022,33,507,84,19,2,6,26,12,5.1,".236",".323",".283","0.606","0.087",".258","1","3",".268"
"Molina, Yadier",425877,2021,38,473,81,19,0,11,24,16.7,5.1,".252",".370",".297","0.667","0.118",".283","1","3",".290"
"Pham, Tommy",502054,2020,32,125,18,2,0,3,15,21.6,12,".211",".312",".312","0.624","0.101",".253","0","0",".284"
"Frazier, Todd",453943,2020,34,172,23,9,1,4,11,24.4,6.4,".236",".382",".302","0.684","0.146",".297","0","0",".300"
"Murphy, Sean",669221,2020,25,140,15,5,0,7,24,26.4,17.1,".233",".457",".364","0.821","0.224",".278","0","0",".358"
"Senzel, Nick",669222,2020,25,78,5,6,0,2,6,19.2,7.7,".186",".357",".247","0.604","0.171",".204","0","1",".260"
"Cabrera, Miguel",408234,2022,39,433,86,10,0,5,28,23.3,6.5,".254",".317",".305","0.622","0.063",".324","3","5",".275"
"Bohm, Alec",664761,2022,25,631,124,24,3,13,31,17.4,4.9,".280",".398",".315","0.713","0.118",".319","1","10",".310"
"DeJong, Paul",657557,2021,27,402,40,10,1,19,35,25.6,8.7,".197",".390",".284","0.674","0.193",".216","0","2",".293"
"Mullins II, Cedric",656775,2021,26,675,103,37,5,30,59,18.5,8.7,".291",".518",".360","0.878","0.227",".322","3","4",".372"
"Valera, Breyvic",591971,2021,29,97,15,6,0,1,8,12.4,8.2,".253",".356",".313","0.669","0.103",".280","0","1",".293"
"Peña, Jeremy",665161,2022,24,558,88,20,2,22,22,24.2,3.9,".253",".426",".289","0.715","0.173",".298","0","5",".309"
"White, Eli",642201,2022,28,117,16,2,0,3,11,35,9.4,".200",".305",".274","0.579","0.105",".290","0","1",".260"
"Slater, Austin",596103,2020,27,104,16,2,1,5,16,21.2,15.4,".282",".506",".408","0.914","0.224",".328","0","0",".395"
"Solak, Nick",669256,2021,26,511,80,18,2,11,34,20.9,6.7,".242",".362",".314","0.676","0.120",".292","0","2",".299"
"Wallach, Chad",595453,2021,29,66,9,2,1,0,3,48.5,4.5,".200",".267",".242","0.509","0.067",".400","0","2",".224"
"Renfroe, Hunter",592669,2021,29,572,71,33,0,31,44,22.7,7.7,".259",".501",".315","0.816","0.242",".284","0","6",".344"
"Lopez, Alejo",664670,2022,26,156,31,5,1,1,9,13.5,5.8,".262",".331",".314","0.645","0.069",".301","1","0",".286"
"Demeritte, Travis",641513,2022,27,96,14,2,0,3,6,33.3,6.3,".213",".337",".260","0.597","0.124",".291","0","1",".263"
"Olivares, Edward",658668,2020,24,101,17,2,1,3,4,24.8,4,".240",".375",".267","0.642","0.135",".290","0","1",".275"
"Hernandez, Yadiel",628450,2022,34,327,57,16,0,9,19,22.6,5.8,".269",".410",".312","0.722","0.141",".326","0","2",".315"
"Bemboom, Anthony",621532,2020,30,60,6,1,0,3,7,21.7,11.7,".208",".417",".328","0.745","0.209",".212","0","1",".324"
"Robinson, Chuckie",642020,2022,27,60,4,2,0,2,0,28.3,0,".136",".271",".136","0.407","0.135",".150","0","0",".173"
"Segura, Jean",516416,2021,31,567,105,27,3,14,39,13.8,6.9,".290",".436",".348","0.784","0.146",".317","3","4",".338"
"Stanton, Giancarlo",519317,2022,32,452,46,7,0,31,50,30.3,11.1,".211",".462",".297","0.759","0.251",".227","2","3",".327"
"Grisham, Trent",663757,2021,24,527,66,28,3,15,54,22.6,10.2,".242",".413",".327","0.740","0.171",".292","2","4",".320"
"Raley, Luke",670042,2021,26,72,9,1,0,2,2,34.7,2.8,".182",".288",".250","0.538","0.106",".256","1","0",".236"
"Larnach, Trevor",663616,2022,25,180,19,13,0,5,18,31.7,10,".231",".406",".306","0.712","0.175",".320","1","2",".309"
"Votto, Joey",458015,2020,36,223,23,8,0,11,37,19.3,16.6,".226",".446",".354","0.800","0.220",".235","1","0",".347"
"Fowler, Dexter",451594,2020,34,101,15,2,0,4,10,27.7,9.9,".233",".389",".317","0.706","0.156",".293","0","0",".310"
"Choi, Ji Man",596847,2021,30,305,34,14,0,11,45,28.5,14.8,".229",".411",".348","0.759","0.182",".300","0","0",".334"
"Kepler, Max",596146,2020,27,196,21,9,0,9,22,18.4,11.2,".228",".439",".321","0.760","0.211",".236","0","1",".328"
"Almonte, Abraham",501659,2021,32,175,15,12,0,5,26,21.7,14.9,".216",".399",".331","0.730","0.183",".255","0","1",".321"
"Capel, Conner",668843,2022,25,59,12,0,1,3,5,16.9,8.5,".308",".519",".356","0.875","0.211",".317","0","2",".371"
"Castro, Rodolfo",666801,2022,23,277,36,8,4,11,22,26.7,7.9,".233",".427",".296","0.723","0.194",".284","0","1",".314"
"Crawford, J.P.",641487,2020,25,232,41,7,2,2,23,16.8,9.9,".255",".338",".336","0.674","0.083",".303","0","2",".303"
"Gregorius, Didi",544369,2022,32,232,31,9,4,1,13,15.5,5.6,".210",".304",".263","0.567","0.094",".246","0","2",".251"
"Mountcastle, Ryan",663624,2020,23,140,32,5,0,5,11,21.4,7.9,".333",".492",".386","0.878","0.159",".398","0","2",".377"
"Alberto, Hanser",593643,2022,29,159,25,9,2,2,3,15.7,1.9,".244",".365",".258","0.623","0.121",".279","0","0",".270"
"Newman, Kevin",621028,2022,28,309,57,18,2,2,16,15.5,5.2,".274",".372",".316","0.688","0.098",".322","0","1",".303"
"Straw, Myles",664702,2022,27,596,93,22,3,0,54,14.6,9.1,".221",".273",".291","0.564","0.052",".261","0","4",".257"
"Yelich, Christian",592885,2021,29,475,69,19,2,9,70,23.8,14.7,".248",".373",".362","0.735","0.125",".321","5","3",".325"
"DeJong, Paul",657557,2022,28,237,18,9,0,6,21,33.3,8.9,".157",".286",".245","0.531","0.129",".213","0","2",".241"
"Mathisen, Wyatt",621500,2021,27,51,4,0,0,1,5,41.2,9.8,".119",".190",".255","0.445","0.071",".190","0","1",".219"
"Phillips, Brett",621433,2022,28,225,18,6,0,5,16,41.8,7.1,".144",".249",".217","0.466","0.105",".233","0","1",".213"
"Severino, Pedro",600474,2021,27,419,65,18,0,11,34,26,8.1,".248",".383",".308","0.691","0.135",".314","1","5",".299"
"Ozuna, Marcell",542303,2020,29,267,45,14,0,18,38,22.5,14.2,".338",".636",".431","1.067","0.298",".391","3","1",".444"
"Odor, Rougned",596059,2021,27,361,38,12,0,15,27,27.7,7.5,".202",".379",".286","0.665","0.177",".242","2","0",".289"
"Schwarber, Kyle",656941,2021,28,471,55,19,0,32,64,27,13.6,".266",".554",".374","0.928","0.288",".306","1","2",".392"
"Núñez, Renato",600524,2020,26,216,28,10,0,12,17,29.6,7.9,".256",".492",".324","0.816","0.236",".317","0","1",".347"
"Sandoval, Pablo",467055,2021,34,86,9,0,0,4,11,29.1,12.8,".178",".342",".302","0.644","0.164",".205","0","0",".291"
"McKinney, Billy",641856,2022,27,57,3,1,0,1,4,28.1,7,".096",".173",".158","0.331","0.077",".111","1","1",".144"
"Adams, Riley",656180,2022,26,155,16,4,0,5,12,29.7,7.7,".176",".310",".245","0.555","0.134",".220","0","0",".249"
"d'Arnaud, Travis",518595,2021,32,229,25,14,0,7,17,23.1,7.4,".220",".388",".284","0.672","0.168",".260","0","1",".291"
"Haniger, Mitch",571745,2022,31,247,36,8,0,11,20,26.3,8.1,".246",".429",".308","0.737","0.183",".293","1","2",".319"
"Urshela, Gio",570482,2020,28,174,28,11,0,6,18,14.4,10.3,".298",".490",".368","0.858","0.192",".315","0","4",".365"
"Alberto, Hanser",593643,2020,27,231,44,15,0,3,5,13,2.2,".283",".393",".306","0.699","0.110",".314","0","2",".301"
