Season,Name,Team,Level,Age,PA,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,Spd,BABIP,wSB,wRC,wRAA,wOBA,wRC+,PlayerId
2017,"Santiago Espinal","BOS","A",22,544,0.071691176,0.121323529,0.59090909,0.280487804,0.333951762,0.357723577,0.691675339,0.077235773,5.786556470498555,0.31381733,1.3819244666956365,63.68368291280481,1.3431580009243174,0.3197389598901285,100.08713939489495,"19997"
2017,"Miles Mastrobuoni","TBR","A",21,439,0.11617312,0.150341685,0.772727272,0.263852242,0.346330275,0.34828496,0.694615235,0.084432718,6.0049258150998135,0.306962025,0.7125004207046004,51.719484936582724,0.029918540405911073,0.3227977347099918,101.32856466261487,"20017"
2017,"Isaac Paredes","CHC","A",18,384,0.075520833,0.140625,0.537037037,0.264094955,0.342931937,0.400593471,0.743525408,0.136498516,3.027228001754673,0.29390681,-0.022811730843386613,50.98652192497354,5.772869314194728,0.3421206132591707,113.606340484594,"20036"
2017,"Jorge Ona","SDP","A",20,465,0.086021505,0.247311827,0.347826086,0.277108433,0.350537634,0.404819277,0.755356911,0.127710844,4.098311534493458,0.357388316,0.7629211247112835,63.13549739367369,8.384589935308727,0.3459913735770767,112.46509145742374,"20040"
2017,"Dylan Carlson","STL","A",18,451,0.115299334,0.257206208,0.448275862,0.240208877,0.342281879,0.347258485,0.689540364,0.107049608,3.9597966747959,0.323193916,-1.277185912564164,53.39578753516287,0.29329449489921494,0.32354941563221373,105.17179250896956,"20126"
2019,"Gilberto Celestino","MIN","A",20,503,0.095427435,0.161033797,0.592592592,0.275555555,0.349900596,0.408888888,0.758789484,0.133333333,4.6501491164240285,0.316666666,-0.6309340612497181,70.8970421805439,12.863051290756225,0.3555721214330529,121.00957471204782,"20233"
2017,"Mario Feliciano","MIL","A",18,446,0.076233183,0.161434977,0.472222222,0.251243781,0.319819819,0.330845771,0.65066559,0.07960199,5.14491064701991,0.296636085,1.1644515022198902,45.87896075007528,-6.63481285515219,0.30350190454896364,87.22551091624267,"20263"
2018,"Nolan Jones","CLE","A",20,389,0.161953727,0.249357326,0.649484536,0.27863777,0.393316195,0.464396284,0.857712479,0.185758514,1.913522605916635,0.34741784,-0.14068272663280368,65.85025180193801,21.02996052864214,0.3946218979389318,146.82078471105376,"20529"
2018,"Mickey McDonald","OAK","A",23,442,0.09276018,0.171945701,0.539473684,0.283887468,0.356321839,0.352941176,0.709263015,0.069053708,6.915498613277641,0.348242811,4.2549930405803025,53.94631120139686,3.019399266186631,0.3326194130796208,106.22434114367843,"20533"
2018,"Vidal Brujan","TBR","A",20,434,0.110599078,0.122119815,0.905660377,0.312997347,0.394919168,0.427055702,0.82197487,0.114058355,8.146669148889018,0.350931677,2.3781212992034853,68.92490202532521,18.91974415229073,0.3808802260262311,139.13391990901414,"20536"
2018,"Jose Miranda","MIN","A",20,439,0.059225512,0.11617312,0.509803921,0.27680798,0.325740318,0.433915211,0.759655529,0.157107231,2.196096229548144,0.285714285,-0.5210577216930687,57.92583048022378,7.344576318329458,0.345614524121165,113.35528198468823,"20538"
2018,"Elehuris Montero","STL","A",19,425,0.077647058,0.190588235,0.407407407,0.321989528,0.38117647,0.528795811,0.909972281,0.206806283,4.419933959485833,0.372413793,0.2746179918758571,76.67901663378007,27.710832080693304,0.409246600039725,161.24333176808125,"20543"
